So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH,So Mon Thi
3010865,6.8,5.5,6.4,-1.0,-1.0,-1.0,-1.0,6.0,6.25,8.5,6.92,6
3010866,7.6,7.5,8.2,7.75,3.75,3.25,4.92,-1.0,-1.0,-1.0,-1.0,6
3010867,8.4,4.75,6.8,7.0,5.0,5.5,5.83,-1.0,-1.0,-1.0,-1.0,6
3010868,1.8,2.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,3.25,-1.0,-1.0,4
3010869,7.4,6.75,6.4,6.5,6.0,6.0,6.17,-1.0,-1.0,-1.0,-1.0,6
3010870,7.2,7.25,4.8,-1.0,-1.0,-1.0,-1.0,6.5,7.0,9.0,7.5,6
3010871,8.4,6.5,8.2,-1.0,-1.0,-1.0,-1.0,5.25,6.25,8.0,6.5,6
3010872,6.0,7.5,4.2,-1.0,-1.0,-1.0,-1.0,6.5,6.75,9.75,7.67,6
3010873,5.4,6.5,6.6,-1.0,-1.0,-1.0,-1.0,6.25,7.0,9.5,7.58,6
3010874,6.2,7.0,6.4,-1.0,-1.0,-1.0,-1.0,4.0,6.75,9.5,6.75,6
3010875,6.6,6.25,4.6,-1.0,-1.0,-1.0,-1.0,3.0,6.5,7.25,5.58,6
3010876,7.0,6.5,7.2,-1.0,-1.0,-1.0,-1.0,6.0,7.0,9.5,7.5,6
3010877,5.2,6.75,7.2,-1.0,-1.0,-1.0,-1.0,7.25,6.5,9.0,7.58,6
3010878,2.2,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,5.0,-1.0,-1.0,4
3010879,5.8,6.25,3.6,-1.0,-1.0,-1.0,-1.0,5.5,6.75,9.25,7.17,6
3010880,6.4,6.75,3.4,-1.0,-1.0,-1.0,-1.0,6.0,6.25,8.75,7.0,6
3010881,7.0,6.5,6.2,-1.0,-1.0,-1.0,-1.0,6.5,6.5,9.0,7.33,6
3010882,8.4,6.25,3.2,6.75,5.25,4.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3010883,4.0,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,4.75,-1.0,-1.0,4
3010884,3.4,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,5.25,-1.0,-1.0,4
3010885,6.8,7.0,3.8,-1.0,-1.0,-1.0,-1.0,6.75,5.75,8.5,7.0,6
3010886,5.8,5.75,4.0,-1.0,-1.0,-1.0,-1.0,4.25,6.5,7.5,6.08,6
3010887,6.4,6.5,5.6,-1.0,-1.0,-1.0,-1.0,4.0,9.25,9.25,7.5,6
3010888,7.8,7.25,6.4,-1.0,-1.0,-1.0,-1.0,3.5,7.25,9.25,6.67,6
3010889,1.2,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,2.0,-1.0,-1.0,4
3010890,8.6,6.0,5.6,7.0,5.5,4.5,5.67,-1.0,-1.0,-1.0,-1.0,6
3010891,8.2,5.75,5.0,7.25,5.25,4.75,5.75,-1.0,-1.0,-1.0,-1.0,6
3010892,7.8,4.25,5.6,6.75,6.75,3.75,5.75,-1.0,-1.0,-1.0,-1.0,6
3010893,7.0,6.75,5.2,-1.0,-1.0,-1.0,-1.0,9.0,8.5,9.5,9.0,6
3010894,7.0,6.0,6.2,-1.0,-1.0,-1.0,-1.0,5.5,5.75,8.25,6.5,6
3010895,8.2,5.25,2.6,7.0,6.0,4.75,5.92,-1.0,-1.0,-1.0,-1.0,6
3010896,7.6,5.25,3.8,5.0,3.75,5.25,4.67,-1.0,-1.0,-1.0,-1.0,6
3010897,2.8,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,5.25,6.25,-1.0,-1.0,4
3010898,7.2,5.25,3.6,6.0,6.0,3.5,5.17,-1.0,-1.0,-1.0,-1.0,6
3010899,2.6,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.0,4.5,-1.0,-1.0,4
3010900,7.0,5.25,3.2,6.75,6.0,5.25,6.0,-1.0,-1.0,-1.0,-1.0,6
3010901,7.4,6.0,4.0,6.75,6.25,5.25,6.08,-1.0,-1.0,-1.0,-1.0,6
3010902,7.4,6.5,6.4,-1.0,-1.0,-1.0,-1.0,2.75,6.25,8.5,5.83,6
3010903,4.8,5.5,5.2,-1.0,-1.0,-1.0,-1.0,2.0,7.0,9.0,6.0,6
3010904,6.2,6.5,6.8,-1.0,-1.0,-1.0,-1.0,4.25,6.75,7.75,6.25,6
3010905,5.2,-1.0,-1.0,4.25,4.5,5.25,4.67,-1.0,-1.0,-1.0,-1.0,4
3010906,7.2,7.5,8.8,-1.0,-1.0,-1.0,-1.0,6.75,7.0,8.75,7.5,6
3010907,7.8,7.5,5.8,4.0,7.25,7.25,6.17,-1.0,-1.0,-1.0,-1.0,6
3010908,3.8,6.0,5.2,-1.0,-1.0,-1.0,-1.0,4.75,7.5,8.5,6.92,6
3010909,6.8,7.75,9.0,-1.0,-1.0,-1.0,-1.0,5.5,6.5,8.25,6.75,6
3010910,7.6,7.0,6.2,7.5,7.0,4.75,6.42,-1.0,-1.0,-1.0,-1.0,6
3010911,7.0,6.25,5.0,4.5,2.75,3.5,3.58,-1.0,-1.0,-1.0,-1.0,6
3010912,7.2,5.25,5.6,6.5,5.75,4.25,5.5,-1.0,-1.0,-1.0,-1.0,6
3010913,7.2,4.75,4.8,6.75,6.75,3.0,5.5,-1.0,-1.0,-1.0,-1.0,6
3010914,5.2,4.0,4.0,5.0,4.75,3.25,4.33,-1.0,-1.0,-1.0,-1.0,6
3010915,6.0,3.0,2.4,4.25,3.5,2.0,3.25,-1.0,-1.0,-1.0,-1.0,6
3010916,6.4,4.25,8.6,7.25,3.75,4.0,5.0,-1.0,-1.0,-1.0,-1.0,6
3010917,8.0,5.75,4.2,8.5,7.25,5.25,7.0,-1.0,-1.0,-1.0,-1.0,6
3010918,3.6,5.5,5.4,-1.0,-1.0,-1.0,-1.0,5.5,6.5,7.5,6.5,6
3010919,9.0,5.25,3.8,6.75,7.75,5.25,6.58,-1.0,-1.0,-1.0,-1.0,6
3010920,6.6,6.75,4.4,-1.0,-1.0,-1.0,-1.0,6.0,7.75,9.25,7.67,6
3010921,7.2,5.0,4.0,8.0,5.75,4.25,6.0,-1.0,-1.0,-1.0,-1.0,6
3010922,6.6,4.25,2.8,-1.0,-1.0,-1.0,-1.0,4.0,5.5,7.5,5.67,6
3010923,8.2,5.75,3.8,8.25,7.75,6.0,7.33,-1.0,-1.0,-1.0,-1.0,6
3010924,6.2,5.5,5.6,5.75,3.5,3.5,4.25,4.75,6.75,8.0,6.5,9
3010925,6.0,6.0,3.0,-1.0,-1.0,-1.0,-1.0,3.5,5.75,6.5,5.25,6
3010926,8.0,4.25,2.4,6.25,8.0,5.0,6.42,-1.0,-1.0,-1.0,-1.0,6
3010927,7.2,5.25,3.0,5.25,3.75,4.25,4.42,-1.0,-1.0,-1.0,-1.0,6
3010928,7.4,6.25,6.6,-1.0,-1.0,-1.0,-1.0,4.25,7.0,7.75,6.33,6
3010929,7.4,6.5,3.4,-1.0,-1.0,-1.0,-1.0,4.0,5.75,9.0,6.25,6
3010930,8.0,6.25,7.4,7.5,5.25,5.25,6.0,-1.0,-1.0,-1.0,-1.0,6
3010931,7.8,8.0,7.8,-1.0,-1.0,-1.0,-1.0,6.0,6.75,9.0,7.25,6
3010932,8.4,-1.0,-1.0,-1.0,7.75,8.25,-1.0,-1.0,-1.0,-1.0,-1.0,3
3010933,8.6,6.0,5.0,7.25,5.75,3.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3010934,7.4,7.5,3.8,7.25,6.0,3.5,5.58,-1.0,-1.0,-1.0,-1.0,6
3010935,8.8,8.25,6.6,7.5,3.0,5.25,5.25,-1.0,-1.0,-1.0,-1.0,6
3010936,7.4,7.25,7.4,-1.0,-1.0,-1.0,-1.0,5.0,6.25,7.25,6.17,6
3010937,2.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1
3010938,6.0,-1.0,-1.0,-1.0,1.5,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,3
3010939,5.8,6.75,5.0,4.25,4.0,5.5,4.58,-1.0,-1.0,-1.0,-1.0,6
3010940,4.6,5.0,4.0,2.5,3.25,3.75,3.17,-1.0,-1.0,-1.0,-1.0,6
3010941,8.6,6.5,4.8,6.75,4.0,5.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3010942,7.4,7.0,6.0,-1.0,-1.0,-1.0,-1.0,4.5,8.0,9.25,7.25,6
3010943,7.4,6.75,6.6,4.0,5.0,5.0,4.67,-1.0,-1.0,-1.0,-1.0,6
3010944,6.4,7.5,5.8,-1.0,-1.0,-1.0,-1.0,5.5,8.0,9.25,7.58,6
3010945,4.6,4.25,3.2,-1.0,-1.0,-1.0,-1.0,4.75,5.75,7.0,5.83,6
3010946,3.4,-1.0,-1.0,4.25,1.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3010947,5.8,5.75,2.0,6.25,5.0,4.5,5.25,-1.0,-1.0,-1.0,-1.0,6
3010948,2.0,3.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,3.5,-1.0,-1.0,4
3010949,6.4,4.5,3.2,5.5,6.25,4.25,5.33,-1.0,-1.0,-1.0,-1.0,6
3010950,3.6,5.5,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,6.75,-1.0,-1.0,4
3010951,7.2,5.75,2.4,6.5,4.75,4.25,5.17,-1.0,-1.0,-1.0,-1.0,6
3010952,3.6,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,5.5,-1.0,-1.0,4
3010953,8.2,7.25,6.8,-1.0,-1.0,-1.0,-1.0,5.5,7.75,8.5,7.25,6
3010954,7.0,7.5,6.8,-1.0,-1.0,-1.0,-1.0,5.5,5.5,8.25,6.42,6
3010955,2.6,4.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,5.25,-1.0,-1.0,4
3010956,3.0,4.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.75,5.5,-1.0,-1.0,4
3010957,5.4,5.75,4.0,-1.0,-1.0,-1.0,-1.0,4.25,7.5,8.0,6.58,6
3010958,5.4,6.0,4.4,-1.0,-1.0,-1.0,-1.0,5.0,7.25,9.75,7.33,6
3010959,7.2,5.5,7.8,6.0,5.75,4.25,5.33,-1.0,-1.0,-1.0,-1.0,6
3010960,5.6,6.75,6.0,-1.0,-1.0,-1.0,-1.0,5.75,7.0,9.5,7.42,6
3010961,6.6,7.5,4.6,-1.0,-1.0,-1.0,-1.0,4.5,7.25,8.75,6.83,6
3010962,7.2,6.0,7.2,-1.0,-1.0,-1.0,-1.0,5.5,7.5,8.5,7.17,6
3010963,6.8,6.25,4.8,-1.0,-1.0,-1.0,-1.0,4.0,8.25,9.5,7.25,6
3010964,6.4,3.75,2.4,6.25,5.0,3.25,4.83,-1.0,-1.0,-1.0,-1.0,6
3010965,3.6,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,4.75,-1.0,-1.0,4
3010966,8.4,8.25,9.4,-1.0,-1.0,-1.0,-1.0,8.75,8.0,9.75,8.83,6
3010967,7.6,4.5,5.4,6.25,5.75,4.75,5.58,-1.0,-1.0,-1.0,-1.0,6
3010968,8.2,7.25,7.0,-1.0,-1.0,-1.0,-1.0,4.75,6.0,8.5,6.42,6
3010969,5.8,4.0,3.4,-1.0,-1.0,-1.0,-1.0,3.75,6.0,8.75,6.17,6
3010970,7.6,3.5,5.8,-1.0,-1.0,-1.0,-1.0,3.25,5.5,8.75,5.83,6
3010971,6.0,7.25,6.2,-1.0,-1.0,-1.0,-1.0,4.5,6.5,7.25,6.08,6
3010972,6.8,6.0,2.4,6.5,3.25,3.0,4.25,-1.0,-1.0,-1.0,-1.0,6
3010973,7.2,7.25,6.0,-1.0,-1.0,-1.0,-1.0,3.0,6.5,10.0,6.5,6
3010974,6.0,4.25,3.4,-1.0,-1.0,-1.0,-1.0,5.0,7.5,9.5,7.33,6
3010975,3.8,4.0,2.8,-1.0,-1.0,-1.0,-1.0,2.75,5.25,6.75,4.92,6
3010976,7.2,6.0,3.8,7.0,6.75,3.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3010977,5.8,6.25,3.4,4.25,3.75,4.5,4.17,-1.0,-1.0,-1.0,-1.0,6
3010978,8.0,5.0,4.8,8.0,7.25,4.5,6.58,-1.0,-1.0,-1.0,-1.0,6
3010979,5.8,4.25,2.6,-1.0,-1.0,-1.0,-1.0,5.0,7.0,9.5,7.17,6
3010980,8.2,5.5,3.8,8.5,7.0,5.25,6.92,-1.0,-1.0,-1.0,-1.0,6
3010981,7.4,6.25,4.0,-1.0,-1.0,-1.0,-1.0,5.5,8.25,9.0,7.58,6
3010982,4.6,5.0,5.6,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3010983,4.8,7.25,7.6,-1.0,-1.0,-1.0,-1.0,5.25,6.75,9.25,7.08,6
3010984,6.2,5.25,4.2,5.25,6.0,4.0,5.08,-1.0,-1.0,-1.0,-1.0,6
3010985,7.2,5.25,3.8,6.0,7.75,4.0,5.92,-1.0,-1.0,-1.0,-1.0,6
3010986,8.2,7.25,8.8,7.5,5.0,3.5,5.33,-1.0,-1.0,-1.0,-1.0,6
3010987,7.8,7.25,8.6,-1.0,-1.0,-1.0,-1.0,5.5,7.75,8.75,7.33,6
3010988,7.6,6.25,9.4,7.25,5.0,3.0,5.08,-1.0,-1.0,-1.0,-1.0,6
3010989,6.4,5.75,3.0,-1.0,-1.0,-1.0,-1.0,5.5,6.0,8.5,6.67,6
3010990,7.0,5.5,5.0,-1.0,-1.0,-1.0,-1.0,4.75,7.75,8.75,7.08,6
3010991,7.4,6.5,2.6,-1.0,-1.0,-1.0,-1.0,5.25,8.75,9.5,7.83,6
3010992,8.2,4.25,3.8,6.5,6.25,3.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3010993,5.4,4.5,4.4,-1.0,-1.0,-1.0,-1.0,5.5,5.5,7.5,6.17,6
3010994,6.0,4.0,2.4,4.75,6.25,2.5,4.5,-1.0,-1.0,-1.0,-1.0,6
3010995,7.0,8.25,8.0,-1.0,-1.0,-1.0,-1.0,3.25,6.75,7.0,5.67,6
3010996,8.4,5.25,2.8,8.5,7.25,3.25,6.33,-1.0,-1.0,-1.0,-1.0,6
3010997,5.2,6.0,4.8,-1.0,-1.0,-1.0,-1.0,2.25,5.0,8.0,5.08,6
3010998,6.6,7.0,5.2,-1.0,-1.0,-1.0,-1.0,5.75,7.0,8.75,7.17,6
3010999,2.6,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,4.25,5.75,-1.0,-1.0,4
3011000,8.0,6.75,5.6,8.75,7.25,3.5,6.5,-1.0,-1.0,-1.0,-1.0,6
3011001,7.4,5.25,8.4,6.75,4.0,4.5,5.08,-1.0,-1.0,-1.0,-1.0,6
3011003,1.8,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,6.0,-1.0,-1.0,4
3011004,7.0,7.5,8.4,-1.0,-1.0,-1.0,-1.0,8.0,7.25,9.0,8.08,6
3011005,7.8,8.75,8.0,-1.0,-1.0,-1.0,-1.0,4.0,6.75,8.0,6.25,6
3011006,7.8,6.75,7.4,-1.0,-1.0,-1.0,-1.0,7.0,8.25,8.25,7.83,6
3011007,6.0,6.25,3.4,-1.0,-1.0,-1.0,-1.0,7.0,6.0,9.0,7.33,6
3011008,4.8,6.25,4.0,-1.0,-1.0,-1.0,-1.0,5.75,6.25,8.0,6.67,6
3011009,3.0,3.5,-1.0,-1.0,-1.0,-1.0,-1.0,3.75,5.75,-1.0,-1.0,4
3011010,8.2,3.25,5.0,8.75,6.75,5.75,7.08,-1.0,-1.0,-1.0,-1.0,6
3011011,3.6,6.25,9.0,-1.0,-1.0,-1.0,-1.0,9.25,9.0,9.5,9.25,6
3011012,8.8,5.25,4.2,9.0,8.5,5.0,7.5,-1.0,-1.0,-1.0,-1.0,6
3011013,4.6,5.75,4.6,-1.0,-1.0,-1.0,-1.0,3.5,6.0,7.75,5.75,6
3011014,7.4,5.5,5.2,6.75,2.75,4.75,4.75,-1.0,-1.0,-1.0,-1.0,6
3011015,5.0,4.25,2.8,-1.0,-1.0,-1.0,-1.0,4.5,8.0,9.0,7.17,6
3011016,6.8,7.25,6.2,-1.0,-1.0,-1.0,-1.0,5.0,7.5,9.5,7.33,6
3011017,7.4,6.25,5.8,6.0,3.5,3.75,4.42,-1.0,-1.0,-1.0,-1.0,6
3011018,6.0,6.25,2.6,-1.0,-1.0,-1.0,-1.0,5.0,5.0,8.75,6.25,6
3011019,7.4,7.25,8.4,-1.0,-1.0,-1.0,-1.0,7.25,7.0,8.75,7.67,6
3011020,8.6,5.75,7.4,8.0,7.5,7.25,7.58,-1.0,-1.0,-1.0,-1.0,6
3011021,7.6,4.5,5.6,7.25,8.0,3.75,6.33,-1.0,-1.0,-1.0,-1.0,6
3011022,7.0,5.0,4.4,-1.0,-1.0,-1.0,-1.0,6.0,6.25,8.75,7.0,6
3011023,5.8,5.25,2.6,5.0,3.25,3.25,3.83,-1.0,-1.0,-1.0,-1.0,6
3011024,6.6,6.25,3.2,-1.0,-1.0,-1.0,-1.0,6.0,7.5,9.75,7.75,6
3011025,9.0,5.75,6.4,5.0,7.75,7.25,6.67,-1.0,-1.0,-1.0,-1.0,6
3011026,7.6,4.25,6.4,6.75,5.75,4.75,5.75,-1.0,-1.0,-1.0,-1.0,6
3011027,9.2,5.0,3.8,5.0,6.5,8.25,6.58,-1.0,-1.0,-1.0,-1.0,6
3011028,7.4,4.5,3.4,6.25,5.25,5.0,5.5,-1.0,-1.0,-1.0,-1.0,6
3011029,3.6,3.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.0,6.0,-1.0,-1.0,4
3011030,6.8,6.25,6.6,-1.0,-1.0,-1.0,-1.0,5.5,8.25,9.5,7.75,6
3011031,8.0,6.25,5.4,6.75,7.5,4.25,6.17,-1.0,-1.0,-1.0,-1.0,6
3011032,8.8,7.25,7.0,8.25,7.25,5.75,7.08,-1.0,-1.0,-1.0,-1.0,6
3011033,7.0,7.5,6.8,-1.0,-1.0,-1.0,-1.0,4.25,6.5,8.75,6.5,6
3011034,8.0,7.0,8.0,-1.0,-1.0,-1.0,-1.0,7.25,8.25,9.5,8.33,6
3011035,5.0,6.25,5.0,-1.0,-1.0,-1.0,-1.0,6.75,6.0,9.75,7.5,6
3011036,6.4,6.0,4.4,6.0,4.5,5.0,5.17,-1.0,-1.0,-1.0,-1.0,6
3011037,7.6,7.0,2.8,5.5,6.5,3.75,5.25,-1.0,-1.0,-1.0,-1.0,6
3011038,4.6,6.0,4.0,-1.0,-1.0,-1.0,-1.0,3.25,6.75,8.25,6.08,6
3011039,8.0,5.0,4.0,7.5,5.75,3.75,5.67,-1.0,-1.0,-1.0,-1.0,6
3011040,5.8,6.5,5.0,-1.0,-1.0,-1.0,-1.0,3.0,6.0,8.5,5.83,6
3011041,6.6,5.75,3.6,7.25,3.75,5.25,5.42,-1.0,-1.0,-1.0,-1.0,6
3011042,6.8,6.5,5.6,6.25,5.0,4.5,5.25,-1.0,-1.0,-1.0,-1.0,6
3011043,7.4,5.5,5.2,6.5,5.75,1.75,4.67,-1.0,-1.0,-1.0,-1.0,6
3011044,7.2,6.0,3.0,5.0,4.25,4.5,4.58,-1.0,-1.0,-1.0,-1.0,6
3011045,7.2,6.25,2.8,7.0,4.0,3.0,4.67,-1.0,-1.0,-1.0,-1.0,6
3011046,3.6,-1.0,5.2,4.25,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3011047,7.4,3.75,2.6,7.75,7.25,4.25,6.42,-1.0,-1.0,-1.0,-1.0,6
3011048,6.4,3.75,3.2,6.5,3.5,4.5,4.83,-1.0,-1.0,-1.0,-1.0,6
3011049,7.0,6.0,2.4,6.0,5.0,3.5,4.83,-1.0,-1.0,-1.0,-1.0,6
3011050,6.4,8.0,6.6,-1.0,-1.0,-1.0,-1.0,7.5,7.25,9.5,8.08,6
3011051,7.4,7.75,9.2,7.25,5.25,5.25,5.92,-1.0,-1.0,-1.0,-1.0,6
3011052,5.0,6.75,2.8,-1.0,-1.0,-1.0,-1.0,8.75,7.5,8.5,8.25,6
3011053,2.0,4.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,4.75,-1.0,-1.0,4
3011054,4.4,8.0,6.4,-1.0,-1.0,-1.0,-1.0,7.0,8.0,8.0,7.67,6
3011055,6.4,5.5,4.0,-1.0,-1.0,-1.0,-1.0,5.75,7.25,9.25,7.42,6
3011056,7.6,5.5,4.4,7.25,5.5,3.25,5.33,-1.0,-1.0,-1.0,-1.0,6
3011057,5.6,5.75,3.8,-1.0,-1.0,-1.0,-1.0,4.5,6.25,9.0,6.58,6
3011058,6.8,7.5,9.2,6.75,5.5,4.0,5.42,-1.0,-1.0,-1.0,-1.0,6
3011059,7.2,4.25,3.2,5.5,6.25,4.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3011060,3.4,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,-1.0,-1.0,-1.0,3
3011061,7.4,5.5,2.6,4.25,5.5,5.0,4.92,-1.0,-1.0,-1.0,-1.0,6
3011062,6.6,5.5,2.0,6.0,5.75,5.0,5.58,-1.0,-1.0,-1.0,-1.0,6
3011063,7.4,4.5,4.2,6.25,2.25,3.0,3.83,-1.0,-1.0,-1.0,-1.0,6
3011064,6.8,6.0,3.8,6.25,5.75,5.0,5.67,-1.0,-1.0,-1.0,-1.0,6
3011065,6.8,4.5,6.6,3.5,3.5,5.0,4.0,-1.0,-1.0,-1.0,-1.0,6
3011066,3.6,2.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.25,5.0,-1.0,-1.0,4
3011067,8.4,-1.0,-1.0,7.25,7.25,4.25,6.25,-1.0,-1.0,-1.0,-1.0,4
3011068,7.2,7.0,6.0,-1.0,-1.0,-1.0,-1.0,4.25,7.5,9.5,7.08,6
3011069,5.8,7.0,4.2,-1.0,-1.0,-1.0,-1.0,9.25,7.75,9.5,8.83,6
3011070,7.6,7.5,8.0,-1.0,-1.0,-1.0,-1.0,6.5,7.5,8.5,7.5,6
3011071,7.2,7.75,7.2,-1.0,-1.0,-1.0,-1.0,7.25,6.75,9.0,7.67,6
3011072,7.4,7.75,8.2,-1.0,-1.0,-1.0,-1.0,7.0,7.25,9.0,7.75,6
3011073,5.6,5.0,4.4,-1.0,-1.0,-1.0,-1.0,3.75,6.0,8.5,6.08,6
3011074,7.4,6.75,4.2,-1.0,-1.0,-1.0,-1.0,6.5,8.5,8.75,7.92,6
3011075,6.4,5.75,4.0,-1.0,-1.0,-1.0,-1.0,4.5,6.5,8.0,6.33,6
3011076,5.0,5.75,2.8,3.0,3.5,3.75,3.42,-1.0,-1.0,-1.0,-1.0,6
3011077,5.6,6.5,5.0,-1.0,-1.0,-1.0,-1.0,3.5,6.75,8.0,6.08,6
3011078,7.6,-1.0,-1.0,8.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3011079,5.8,7.0,5.4,-1.0,-1.0,-1.0,-1.0,6.0,6.5,9.25,7.25,6
3011080,2.6,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,4.75,-1.0,-1.0,4
3011081,6.6,5.5,6.8,-1.0,-1.0,-1.0,-1.0,6.0,6.25,8.5,6.92,6
3011082,8.6,5.5,3.8,4.0,7.75,9.25,7.0,-1.0,-1.0,-1.0,-1.0,6
3011083,6.4,5.75,4.0,-1.0,-1.0,-1.0,-1.0,5.5,6.75,8.75,7.0,6
3011084,6.6,4.25,2.6,7.5,5.75,4.5,5.92,-1.0,-1.0,-1.0,-1.0,6
3011085,4.8,5.5,3.2,-1.0,-1.0,-1.0,-1.0,3.75,5.25,8.75,5.92,6
3011086,5.0,6.25,3.4,-1.0,-1.0,-1.0,-1.0,5.0,6.25,7.25,6.17,6
3011087,8.0,6.25,4.0,5.5,6.25,5.0,5.58,-1.0,-1.0,-1.0,-1.0,6
3011088,7.4,5.5,3.4,4.75,6.0,4.25,5.0,-1.0,-1.0,-1.0,-1.0,6
3011089,8.6,5.5,7.4,7.0,3.0,4.0,4.67,-1.0,-1.0,-1.0,-1.0,6
3011090,8.0,2.75,2.0,6.25,5.75,3.75,5.25,-1.0,-1.0,-1.0,-1.0,6
3011091,7.6,7.25,3.4,6.75,5.75,3.75,5.42,-1.0,-1.0,-1.0,-1.0,6
3011092,7.2,7.75,3.8,-1.0,-1.0,-1.0,-1.0,5.25,7.5,9.25,7.33,6
3011093,6.6,5.75,7.4,6.0,3.0,4.5,4.5,-1.0,-1.0,-1.0,-1.0,6
3011094,8.0,6.25,4.6,-1.0,-1.0,-1.0,-1.0,5.25,6.5,9.5,7.08,6
3011095,8.4,7.75,8.2,8.0,5.75,3.75,5.83,-1.0,-1.0,-1.0,-1.0,6
3011096,5.6,7.75,5.8,-1.0,-1.0,-1.0,-1.0,4.0,5.0,8.25,5.75,6
3011097,7.2,4.5,5.0,6.5,3.5,4.75,4.92,-1.0,-1.0,-1.0,-1.0,6
3011098,7.4,6.0,4.6,5.5,7.0,3.0,5.17,-1.0,-1.0,-1.0,-1.0,6
3011099,6.4,7.0,2.8,-1.0,-1.0,-1.0,-1.0,5.25,5.75,8.5,6.5,6
3011100,4.0,6.25,4.0,-1.0,-1.0,-1.0,-1.0,2.75,5.25,8.0,5.33,6
3011101,5.4,7.0,5.8,-1.0,-1.0,-1.0,-1.0,8.5,8.25,9.25,8.67,6
3011102,7.4,7.75,6.8,-1.0,-1.0,-1.0,-1.0,7.0,7.0,9.5,7.83,6
3011103,7.2,7.0,4.2,-1.0,-1.0,-1.0,-1.0,5.0,7.0,9.25,7.08,6
3011104,6.8,5.5,4.4,6.5,6.75,3.25,5.5,-1.0,-1.0,-1.0,-1.0,6
3011105,6.8,7.25,3.8,7.0,7.25,4.25,6.17,-1.0,-1.0,-1.0,-1.0,6
3011106,1.4,2.5,-1.0,-1.0,-1.0,-1.0,-1.0,2.75,4.75,-1.0,-1.0,4
3011107,5.0,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,6.75,-1.0,-1.0,4
3011108,6.2,6.25,7.2,-1.0,-1.0,-1.0,-1.0,6.75,7.5,8.75,7.67,6
3011109,7.8,5.5,4.4,6.5,5.5,4.25,5.42,-1.0,-1.0,-1.0,-1.0,6
3011110,6.8,5.75,3.0,6.75,6.0,4.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3011111,7.8,6.25,3.4,6.0,7.75,3.25,5.67,-1.0,-1.0,-1.0,-1.0,6
3011112,7.0,5.0,3.2,7.0,6.5,4.5,6.0,-1.0,-1.0,-1.0,-1.0,6
3011113,6.0,6.0,4.0,-1.0,-1.0,-1.0,-1.0,3.0,7.0,9.25,6.42,6
3011114,7.8,5.25,4.6,7.25,7.0,7.0,7.08,-1.0,-1.0,-1.0,-1.0,6
3011115,7.2,7.75,8.2,-1.0,-1.0,-1.0,-1.0,5.0,7.0,8.5,6.83,6
3011116,6.2,5.0,2.8,-1.0,-1.0,-1.0,-1.0,2.75,6.25,9.0,6.0,6
3011117,6.6,7.25,4.6,-1.0,-1.0,-1.0,-1.0,9.25,7.5,9.25,8.67,6
3011118,6.6,7.0,5.2,-1.0,-1.0,-1.0,-1.0,5.0,7.0,8.75,6.92,6
3011119,6.4,7.0,5.0,-1.0,-1.0,-1.0,-1.0,5.75,6.5,9.5,7.25,6
3011120,7.4,6.25,2.8,-1.0,-1.0,-1.0,-1.0,5.5,8.75,9.0,7.75,6
