So Bao Danh,Toan,Ngu Van,Ngoai Ngu,Vat Ly,Hoa Hoc,Sinh Hoc,KHTN,Lich Su,Dia Ly,GDCD,KHXH,So Mon Thi
3011121,6.8,6.25,4.2,-1.0,-1.0,-1.0,-1.0,6.25,7.25,9.5,7.67,6
3011122,7.0,5.25,6.8,-1.0,-1.0,-1.0,-1.0,7.5,6.5,9.5,7.83,6
3011123,5.8,5.0,4.6,-1.0,-1.0,-1.0,-1.0,4.5,7.0,7.5,6.33,6
3011124,8.0,7.0,9.6,-1.0,-1.0,-1.0,-1.0,8.5,7.0,9.25,8.25,6
3011125,5.6,5.75,4.6,-1.0,-1.0,-1.0,-1.0,4.0,5.25,7.5,5.58,6
3011126,6.0,5.75,4.8,-1.0,-1.0,-1.0,-1.0,5.0,7.25,9.5,7.25,6
3011128,6.6,5.5,3.4,-1.0,-1.0,-1.0,-1.0,5.75,5.25,8.75,6.58,6
3011129,4.0,6.75,1.8,-1.0,-1.0,-1.0,-1.0,4.25,6.75,9.0,6.67,6
3011130,6.2,5.5,2.4,-1.0,-1.0,-1.0,-1.0,6.25,7.25,8.5,7.33,6
3011131,1.8,5.0,-1.0,-1.0,-1.0,-1.0,-1.0,4.0,5.5,-1.0,-1.0,4
3011132,6.8,4.5,5.4,4.5,3.25,2.25,3.33,-1.0,-1.0,-1.0,-1.0,6
3011133,6.4,4.5,4.0,6.25,3.5,2.25,4.0,-1.0,-1.0,-1.0,-1.0,6
3011134,4.8,5.25,2.6,-1.0,-1.0,-1.0,-1.0,3.75,6.75,8.0,6.17,6
3011135,7.6,6.25,4.0,6.0,5.0,4.75,5.25,-1.0,-1.0,-1.0,-1.0,6
3011136,5.6,4.75,2.8,-1.0,-1.0,-1.0,-1.0,3.5,5.5,8.25,5.75,6
3011137,7.0,5.5,6.4,-1.0,-1.0,-1.0,-1.0,5.5,6.0,7.5,6.33,6
3011138,7.8,6.5,6.4,4.25,7.75,5.0,5.67,-1.0,-1.0,-1.0,-1.0,6
3011139,7.0,6.0,5.8,7.25,6.5,5.5,6.42,-1.0,-1.0,-1.0,-1.0,6
3011140,8.0,7.75,5.8,6.5,7.0,7.5,7.0,-1.0,-1.0,-1.0,-1.0,6
3011141,2.6,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,4.25,5.75,-1.0,-1.0,4
3011142,6.4,6.0,3.0,-1.0,-1.0,-1.0,-1.0,3.25,7.25,7.0,5.83,6
3011143,8.0,5.0,4.8,6.25,6.25,7.5,6.67,-1.0,-1.0,-1.0,-1.0,6
3011144,6.6,6.75,6.2,-1.0,-1.0,-1.0,-1.0,5.0,8.25,8.0,7.08,6
3011145,8.8,6.0,7.2,7.75,7.0,5.5,6.75,-1.0,-1.0,-1.0,-1.0,6
3011146,6.6,8.75,4.2,-1.0,-1.0,-1.0,-1.0,8.75,8.5,9.0,8.75,6
3011147,8.2,7.25,3.4,7.25,7.0,4.25,6.17,-1.0,-1.0,-1.0,-1.0,6
3011148,3.8,7.25,3.4,-1.0,-1.0,-1.0,-1.0,3.25,6.0,7.75,5.67,6
3011149,7.8,6.75,3.6,6.5,5.75,4.25,5.5,-1.0,-1.0,-1.0,-1.0,6
3011150,6.0,6.75,8.8,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3011151,3.4,7.25,-1.0,-1.0,-1.0,-1.0,-1.0,4.25,-1.0,-1.0,-1.0,3
3011152,8.0,-1.0,-1.0,7.5,7.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3
3011153,6.6,5.0,2.0,-1.0,-1.0,-1.0,-1.0,4.25,5.5,8.25,6.0,6
3011154,6.6,5.0,3.0,5.75,3.5,2.75,4.0,-1.0,-1.0,-1.0,-1.0,6
3011155,-1.0,6.5,-1.0,-1.0,-1.0,-1.0,-1.0,9.0,8.75,6.75,8.17,4
3011156,8.2,5.25,3.0,8.0,7.75,4.75,6.83,-1.0,-1.0,-1.0,-1.0,6
3011157,7.8,5.75,3.6,7.25,6.0,5.5,6.25,-1.0,-1.0,-1.0,-1.0,6
3011158,7.4,5.25,4.6,6.0,6.5,7.5,6.67,-1.0,-1.0,-1.0,-1.0,6
3011159,9.4,7.25,7.0,8.5,7.25,5.0,6.92,-1.0,-1.0,-1.0,-1.0,6
3011160,8.6,6.25,4.2,8.75,6.75,3.75,6.42,-1.0,-1.0,-1.0,-1.0,6
3011161,8.2,6.0,5.8,7.25,6.5,3.75,5.83,-1.0,-1.0,-1.0,-1.0,6
3011162,8.0,5.0,4.0,6.0,4.5,3.25,4.58,-1.0,-1.0,-1.0,-1.0,6
3011163,3.4,3.75,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,5.25,-1.0,-1.0,4
3011164,8.4,4.75,6.2,8.5,6.75,6.25,7.17,-1.0,-1.0,-1.0,-1.0,6
3011165,4.6,5.5,5.0,-1.0,-1.0,-1.0,-1.0,5.25,6.25,8.75,6.75,6
3011166,8.0,4.5,7.2,6.5,6.5,6.0,6.33,-1.0,-1.0,-1.0,-1.0,6
3011167,8.6,5.25,4.6,7.0,7.5,5.25,6.58,-1.0,-1.0,-1.0,-1.0,6
3011168,4.8,5.25,3.6,-1.0,-1.0,-1.0,-1.0,4.75,6.75,8.75,6.75,6
3011169,7.4,5.25,3.8,-1.0,-1.0,-1.0,-1.0,7.75,8.5,9.25,8.5,6
3011170,7.0,6.25,4.0,6.25,7.25,6.5,6.67,-1.0,-1.0,-1.0,-1.0,6
3011171,6.4,6.25,4.0,-1.0,-1.0,-1.0,-1.0,4.25,5.75,9.0,6.33,6
3011172,6.4,6.25,3.2,-1.0,-1.0,-1.0,-1.0,5.25,8.0,8.75,7.33,6
3011173,6.6,7.25,6.8,-1.0,-1.0,-1.0,-1.0,4.0,7.75,9.0,6.92,6
3011174,7.4,6.0,4.8,-1.0,-1.0,-1.0,-1.0,5.25,7.25,8.75,7.08,6
3011175,8.4,4.5,2.4,9.0,7.25,5.0,7.08,-1.0,-1.0,-1.0,-1.0,6
3011176,8.0,6.25,2.8,6.75,6.5,5.75,6.33,-1.0,-1.0,-1.0,-1.0,6
3011177,4.0,7.0,4.0,-1.0,-1.0,-1.0,-1.0,6.25,4.75,7.75,6.25,6
3011178,5.8,8.0,2.2,-1.0,-1.0,-1.0,-1.0,7.0,8.5,8.5,8.0,6
3011179,8.0,7.75,7.6,-1.0,-1.0,-1.0,-1.0,6.5,7.5,9.25,7.75,6
3011180,6.8,6.25,5.0,-1.0,-1.0,-1.0,-1.0,2.75,5.0,7.5,5.08,6
3011181,6.6,7.75,7.6,7.25,4.5,4.75,5.5,-1.0,-1.0,-1.0,-1.0,6
3011182,7.4,8.0,8.8,-1.0,-1.0,-1.0,-1.0,6.0,6.25,8.75,7.0,6
3011183,5.4,5.5,2.8,-1.0,-1.0,-1.0,-1.0,4.5,5.75,8.75,6.33,6
3011184,7.4,6.25,3.0,5.75,6.25,4.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3011185,6.4,6.25,5.0,-1.0,-1.0,-1.0,-1.0,4.5,6.0,8.25,6.25,6
3011186,5.4,6.75,2.8,3.75,4.5,5.25,4.5,-1.0,-1.0,-1.0,-1.0,6
3011187,6.6,6.0,4.8,-1.0,-1.0,-1.0,-1.0,4.5,6.0,8.25,6.25,6
3011188,6.2,5.25,1.4,5.25,5.25,4.0,4.83,-1.0,-1.0,-1.0,-1.0,6
3011189,6.8,5.0,5.2,-1.0,-1.0,-1.0,-1.0,7.25,8.25,9.5,8.33,6
3011190,6.4,6.5,5.0,-1.0,-1.0,-1.0,-1.0,5.5,6.75,9.25,7.17,6
3011191,7.2,5.5,4.0,3.75,7.0,6.5,5.75,-1.0,-1.0,-1.0,-1.0,6
3011192,4.4,7.0,4.8,-1.0,-1.0,-1.0,-1.0,6.75,8.0,9.0,7.92,6
3011193,7.2,5.25,4.2,-1.0,-1.0,-1.0,-1.0,3.0,6.25,7.0,5.42,6
3011194,7.8,7.0,7.2,6.75,4.5,5.0,5.42,-1.0,-1.0,-1.0,-1.0,6
3011195,5.6,6.5,3.2,-1.0,-1.0,-1.0,-1.0,7.75,5.5,9.25,7.5,6
3011196,4.4,7.0,4.8,-1.0,-1.0,-1.0,-1.0,7.25,7.0,9.25,7.83,6
3011197,5.4,6.5,4.6,-1.0,-1.0,-1.0,-1.0,4.75,6.25,7.75,6.25,6
3011198,6.2,7.75,4.4,5.75,5.5,5.0,5.42,-1.0,-1.0,-1.0,-1.0,6
3011199,7.8,7.75,6.2,-1.0,-1.0,-1.0,-1.0,4.25,6.25,8.5,6.33,6
3011200,6.4,6.25,3.0,-1.0,-1.0,-1.0,-1.0,6.0,6.5,9.25,7.25,6
3011201,3.4,5.75,3.0,-1.0,-1.0,-1.0,-1.0,3.5,6.25,9.0,6.25,6
3011202,6.4,4.25,3.0,-1.0,-1.0,-1.0,-1.0,3.5,8.0,9.0,6.83,6
3011203,6.0,5.75,4.4,-1.0,-1.0,-1.0,-1.0,3.75,6.25,7.75,5.92,6
3011204,6.4,6.25,6.4,-1.0,-1.0,-1.0,-1.0,4.75,7.0,9.0,6.92,6
3011205,6.4,7.0,6.2,-1.0,-1.0,-1.0,-1.0,7.0,7.5,9.0,7.83,6
3011206,5.4,4.25,3.0,-1.0,-1.0,-1.0,-1.0,4.25,6.25,6.5,5.67,6
3011207,4.8,3.25,3.4,-1.0,-1.0,-1.0,-1.0,3.25,5.25,6.0,4.83,6
3011208,6.0,6.0,6.2,-1.0,-1.0,-1.0,-1.0,4.0,5.75,8.25,6.0,6
3011209,2.0,4.25,3.2,-1.0,-1.0,-1.0,-1.0,5.0,4.25,7.25,5.5,6
3011210,2.4,4.5,3.4,-1.0,-1.0,-1.0,-1.0,3.25,4.0,5.5,4.25,6
3011211,4.6,6.0,2.8,-1.0,-1.0,-1.0,-1.0,3.0,5.0,7.5,5.17,6
3011212,6.0,5.75,3.8,-1.0,-1.0,-1.0,-1.0,1.5,6.0,9.0,5.5,6
3011213,3.4,3.5,3.8,-1.0,-1.0,-1.0,-1.0,4.75,6.0,8.0,6.25,6
3011214,4.8,5.0,3.8,-1.0,-1.0,-1.0,-1.0,2.5,5.75,7.5,5.25,6
3011215,7.0,5.5,1.8,-1.0,-1.0,-1.0,-1.0,3.0,5.0,7.0,5.0,6
3011216,3.6,5.75,2.8,-1.0,-1.0,-1.0,-1.0,4.25,7.0,7.5,6.25,6
3011217,6.2,6.5,2.4,-1.0,-1.0,-1.0,-1.0,3.75,4.5,7.5,5.25,6
3011218,3.8,5.25,2.4,-1.0,-1.0,-1.0,-1.0,6.0,5.5,7.25,6.25,6
3011219,4.4,3.5,2.2,-1.0,-1.0,-1.0,-1.0,4.0,6.75,7.5,6.08,6
3011220,4.8,4.75,3.6,-1.0,-1.0,-1.0,-1.0,2.75,7.25,8.5,6.17,6
3011221,6.4,6.0,4.2,-1.0,-1.0,-1.0,-1.0,7.75,8.75,8.25,8.25,6
3011222,4.0,5.25,4.0,-1.0,-1.0,-1.0,-1.0,5.75,6.0,8.75,6.83,6
3011223,4.4,5.75,3.6,-1.0,-1.0,-1.0,-1.0,4.0,5.75,7.25,5.67,6
3011224,7.2,6.75,2.6,-1.0,-1.0,-1.0,-1.0,6.25,7.25,8.25,7.25,6
3011225,6.0,6.25,3.4,-1.0,-1.0,-1.0,-1.0,5.0,6.0,8.5,6.5,6
3011226,2.8,5.0,2.6,-1.0,-1.0,-1.0,-1.0,2.25,5.0,7.5,4.92,6
3011227,6.0,4.75,4.0,-1.0,-1.0,-1.0,-1.0,5.5,6.25,8.75,6.83,6
3011228,7.4,4.5,5.2,-1.0,-1.0,-1.0,-1.0,6.25,8.0,9.75,8.0,6
3011229,4.4,4.25,3.0,-1.0,-1.0,-1.0,-1.0,5.75,4.75,8.5,6.33,6
3011230,5.8,3.75,3.8,-1.0,-1.0,-1.0,-1.0,3.5,6.25,5.25,5.0,6
3011231,5.0,5.0,2.4,-1.0,-1.0,-1.0,-1.0,5.25,5.75,8.5,6.5,6
3011232,2.8,5.0,2.4,-1.0,-1.0,-1.0,-1.0,4.0,6.75,7.0,5.92,6
3011233,5.0,4.75,3.0,-1.0,-1.0,-1.0,-1.0,4.0,7.25,7.5,6.25,6
3011234,5.0,4.5,3.2,-1.0,-1.0,-1.0,-1.0,3.75,6.0,7.0,5.58,6
3011235,5.6,4.75,2.2,-1.0,-1.0,-1.0,-1.0,5.0,7.5,8.75,7.08,6
3011236,6.2,5.0,3.8,-1.0,-1.0,-1.0,-1.0,5.75,6.25,7.75,6.58,6
3011237,3.0,5.75,2.8,-1.0,-1.0,-1.0,-1.0,3.0,3.5,5.25,3.92,6
3011238,6.8,4.75,4.6,8.25,8.25,4.75,7.08,-1.0,-1.0,-1.0,-1.0,6
3011239,6.6,4.75,2.8,-1.0,-1.0,-1.0,-1.0,3.5,8.0,8.0,6.5,6
3011240,6.6,6.25,6.4,-1.0,-1.0,-1.0,-1.0,5.5,7.5,7.75,6.92,6
3011241,2.6,3.0,2.6,-1.0,-1.0,-1.0,-1.0,2.75,5.25,8.0,5.33,6
3011242,6.4,5.0,3.0,-1.0,-1.0,-1.0,-1.0,4.5,7.5,8.0,6.67,6
3011243,3.8,5.0,4.2,-1.0,-1.0,-1.0,-1.0,3.0,5.75,8.75,5.83,6
3011244,7.0,3.5,3.0,4.5,3.75,4.75,4.33,-1.0,-1.0,-1.0,-1.0,6
3011245,7.4,5.0,4.0,4.5,3.5,4.75,4.25,-1.0,-1.0,-1.0,-1.0,6
3011246,3.0,4.25,2.6,-1.0,-1.0,-1.0,-1.0,2.75,5.75,5.25,4.58,6
3011247,4.4,3.5,3.0,-1.0,-1.0,-1.0,-1.0,2.5,5.5,6.75,4.92,6
3011248,6.2,5.25,5.0,-1.0,-1.0,-1.0,-1.0,3.0,6.0,7.25,5.42,6
3011249,4.4,5.25,2.8,-1.0,-1.0,-1.0,-1.0,3.5,5.5,8.25,5.75,6
3011250,3.0,4.75,6.2,-1.0,-1.0,-1.0,-1.0,4.75,6.25,6.5,5.83,6
3011251,4.4,4.75,3.0,-1.0,-1.0,-1.0,-1.0,2.75,7.25,8.5,6.17,6
3011252,2.0,4.0,3.2,3.0,2.0,3.5,2.83,-1.0,-1.0,-1.0,-1.0,6
3011253,6.0,5.0,5.0,-1.0,-1.0,-1.0,-1.0,3.25,6.5,7.0,5.58,6
3011254,6.4,5.75,3.4,-1.0,-1.0,-1.0,-1.0,4.0,6.25,8.25,6.17,6
3011255,5.8,4.0,5.8,-1.0,-1.0,-1.0,-1.0,5.25,7.0,7.75,6.67,6
3011256,6.0,4.75,2.0,-1.0,-1.0,-1.0,-1.0,3.5,6.5,6.5,5.5,6
3011257,5.0,4.75,2.8,-1.0,-1.0,-1.0,-1.0,4.25,6.75,8.75,6.58,6
3011258,5.6,4.5,2.4,-1.0,-1.0,-1.0,-1.0,4.75,4.75,7.25,5.58,6
3011259,3.4,2.25,2.0,-1.0,-1.0,-1.0,-1.0,3.25,6.5,7.5,5.75,6
3011260,5.0,5.25,2.2,-1.0,-1.0,-1.0,-1.0,2.0,6.0,9.0,5.67,6
3011261,4.2,4.25,2.8,-1.0,-1.0,-1.0,-1.0,3.75,5.5,7.5,5.58,6
3011262,4.8,3.75,4.0,-1.0,-1.0,-1.0,-1.0,6.0,5.75,8.25,6.67,6
3011263,5.0,5.25,4.6,-1.0,-1.0,-1.0,-1.0,4.0,7.25,8.25,6.5,6
3011264,6.2,6.0,4.0,-1.0,-1.0,-1.0,-1.0,5.75,6.0,7.5,6.42,6
3011265,5.4,4.25,3.0,-1.0,-1.0,-1.0,-1.0,3.5,6.5,8.25,6.08,6
3011266,5.0,4.5,3.4,-1.0,-1.0,-1.0,-1.0,5.5,4.75,6.75,5.67,6
3011267,5.0,3.25,3.6,-1.0,-1.0,-1.0,-1.0,4.25,7.0,7.75,6.33,6
3011268,6.0,4.5,3.8,-1.0,-1.0,-1.0,-1.0,5.75,7.25,6.5,6.5,6
3011269,3.8,4.75,3.6,-1.0,-1.0,-1.0,-1.0,3.25,7.75,8.0,6.33,6
3011270,3.0,3.75,3.6,-1.0,-1.0,-1.0,-1.0,5.0,7.0,7.75,6.58,6
3011271,3.6,4.0,3.2,-1.0,-1.0,-1.0,-1.0,3.5,6.5,7.5,5.83,6
3011272,5.0,5.5,3.0,-1.0,-1.0,-1.0,-1.0,5.0,8.0,8.5,7.17,6
3011273,8.2,5.25,2.4,5.5,2.75,4.0,4.08,-1.0,-1.0,-1.0,-1.0,6
3011274,3.4,4.25,3.2,-1.0,-1.0,-1.0,-1.0,3.25,4.25,9.25,5.58,6
3011275,6.6,3.0,2.8,-1.0,-1.0,-1.0,-1.0,3.5,5.5,8.75,5.92,6
3011276,4.6,3.75,2.6,-1.0,-1.0,-1.0,-1.0,2.25,5.25,8.75,5.42,6
3011277,6.2,4.5,3.0,-1.0,-1.0,-1.0,-1.0,3.25,5.5,8.75,5.83,6
3011278,5.2,4.5,3.4,-1.0,-1.0,-1.0,-1.0,4.25,5.25,8.25,5.92,6
3011279,4.0,5.5,3.6,-1.0,-1.0,-1.0,-1.0,4.75,4.5,6.0,5.08,6
3011280,6.0,5.0,3.6,-1.0,-1.0,-1.0,-1.0,4.75,5.75,7.5,6.0,6
3011281,3.2,6.75,3.4,-1.0,-1.0,-1.0,-1.0,4.75,5.5,8.75,6.33,6
3011282,6.8,6.75,5.6,-1.0,-1.0,-1.0,-1.0,4.25,6.75,9.25,6.75,6
3011283,5.6,6.5,4.0,-1.0,-1.0,-1.0,-1.0,4.25,6.75,8.75,6.58,6
3011284,8.0,5.75,3.4,6.5,5.5,4.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3011285,3.4,3.0,2.8,-1.0,-1.0,-1.0,-1.0,2.25,5.5,5.75,4.5,6
3011286,4.2,3.75,1.6,-1.0,-1.0,-1.0,-1.0,4.25,7.75,7.25,6.42,6
3011287,5.4,3.75,2.2,-1.0,-1.0,-1.0,-1.0,4.0,6.0,7.0,5.67,6
3011288,6.0,5.5,3.4,4.75,2.5,4.25,3.83,-1.0,-1.0,-1.0,-1.0,6
3011289,4.0,4.0,3.0,-1.0,-1.0,-1.0,-1.0,4.25,6.25,8.0,6.17,6
3011290,6.2,4.25,2.4,-1.0,-1.0,-1.0,-1.0,4.25,7.25,8.25,6.58,6
3011291,5.8,3.5,2.4,-1.0,-1.0,-1.0,-1.0,4.5,5.75,7.75,6.0,6
3011292,5.0,4.5,3.6,-1.0,-1.0,-1.0,-1.0,3.0,4.75,7.75,5.17,6
3011293,7.2,6.25,5.6,-1.0,-1.0,-1.0,-1.0,7.0,7.5,9.0,7.83,6
3011294,4.4,5.0,2.8,-1.0,-1.0,-1.0,-1.0,3.25,6.0,6.75,5.33,6
3011295,3.6,4.75,2.6,-1.0,-1.0,-1.0,-1.0,2.75,4.75,7.75,5.08,6
3011296,6.6,5.5,4.0,7.0,6.0,4.5,5.83,-1.0,-1.0,-1.0,-1.0,6
3011297,5.2,5.75,3.4,-1.0,-1.0,-1.0,-1.0,4.25,7.0,8.25,6.5,6
3011298,4.0,6.0,2.8,-1.0,-1.0,-1.0,-1.0,5.0,6.75,8.25,6.67,6
3011299,4.4,5.25,3.0,-1.0,-1.0,-1.0,-1.0,6.25,6.75,9.25,7.42,6
3011300,3.4,4.0,2.6,-1.0,-1.0,-1.0,-1.0,4.75,4.75,5.5,5.0,6
3011301,7.6,4.25,6.2,8.0,6.75,5.75,6.83,-1.0,-1.0,-1.0,-1.0,6
3011302,4.6,5.75,3.0,-1.0,-1.0,-1.0,-1.0,3.0,6.5,8.5,6.0,6
3011303,5.4,6.5,5.2,-1.0,-1.0,-1.0,-1.0,4.5,6.25,7.75,6.17,6
3011304,4.2,5.75,2.8,-1.0,-1.0,-1.0,-1.0,5.75,6.25,8.5,6.83,6
3011305,5.2,4.75,2.0,-1.0,-1.0,-1.0,-1.0,3.0,6.75,9.25,6.33,6
3011306,7.2,5.25,-1.0,-1.0,-1.0,-1.0,-1.0,7.5,7.25,8.75,7.83,5
3011307,6.0,5.0,4.8,-1.0,-1.0,-1.0,-1.0,5.0,6.5,8.5,6.67,6
3011308,4.2,5.0,3.4,-1.0,-1.0,-1.0,-1.0,3.75,5.25,8.25,5.75,6
3011309,4.4,5.0,3.8,-1.0,-1.0,-1.0,-1.0,3.75,7.25,9.25,6.75,6
3011310,6.0,4.75,2.0,-1.0,-1.0,-1.0,-1.0,5.75,6.0,6.75,6.17,6
3011311,9.2,4.5,6.0,8.75,7.5,3.75,6.67,-1.0,-1.0,-1.0,-1.0,6
3011312,2.8,3.75,1.8,-1.0,-1.0,-1.0,-1.0,3.0,4.5,7.75,5.08,6
3011313,2.8,4.0,2.8,-1.0,-1.0,-1.0,-1.0,3.0,5.25,7.0,5.08,6
3011314,5.2,4.75,3.4,-1.0,-1.0,-1.0,-1.0,4.75,5.25,9.5,6.5,6
3011315,4.2,5.0,2.4,-1.0,-1.0,-1.0,-1.0,3.75,4.0,5.75,4.5,6
3011316,6.6,5.25,5.8,-1.0,-1.0,-1.0,-1.0,4.0,5.75,5.75,5.17,6
3011317,4.6,5.5,2.8,-1.0,-1.0,-1.0,-1.0,3.0,6.5,8.0,5.83,6
3011318,5.0,5.25,4.0,-1.0,-1.0,-1.0,-1.0,6.0,8.25,9.0,7.75,6
3011319,5.8,5.25,4.0,-1.0,-1.0,-1.0,-1.0,5.75,6.75,9.0,7.17,6
3011320,5.6,5.5,3.0,6.5,3.5,4.0,4.67,-1.0,-1.0,-1.0,-1.0,6
3011321,5.8,4.25,3.8,-1.0,-1.0,-1.0,-1.0,6.75,6.5,9.0,7.42,6
3011322,3.2,4.0,3.8,-1.0,-1.0,-1.0,-1.0,2.25,6.0,8.0,5.42,6
3011323,3.6,3.25,2.6,-1.0,-1.0,-1.0,-1.0,1.25,5.0,8.25,4.83,6
3011324,4.2,4.75,2.0,-1.0,-1.0,-1.0,-1.0,2.5,5.75,8.75,5.67,6
3011325,7.0,5.25,3.2,4.75,4.0,4.5,4.42,-1.0,-1.0,-1.0,-1.0,6
3011326,4.2,4.75,3.4,-1.0,-1.0,-1.0,-1.0,5.0,8.0,8.25,7.08,6
3011327,3.2,4.25,1.6,-1.0,-1.0,-1.0,-1.0,2.5,6.0,8.0,5.5,6
3011328,4.0,4.25,3.4,-1.0,-1.0,-1.0,-1.0,3.5,6.75,6.25,5.5,6
3011329,4.4,5.5,2.6,-1.0,-1.0,-1.0,-1.0,3.0,7.5,8.5,6.33,6
3011330,4.0,5.0,2.6,3.75,4.5,4.75,4.33,-1.0,-1.0,-1.0,-1.0,6
3011331,3.8,4.0,3.2,-1.0,-1.0,-1.0,-1.0,2.25,6.25,7.5,5.33,6
3011332,5.6,5.25,2.6,-1.0,-1.0,-1.0,-1.0,3.75,6.0,7.25,5.67,6
3011333,6.2,5.0,2.2,3.0,3.5,4.5,3.67,-1.0,-1.0,-1.0,-1.0,6
3011334,4.8,6.0,3.0,-1.0,-1.0,-1.0,-1.0,2.75,5.75,8.0,5.5,6
3011335,3.6,5.5,4.0,-1.0,-1.0,-1.0,-1.0,4.75,5.5,8.5,6.25,6
3011336,4.2,5.25,2.4,-1.0,-1.0,-1.0,-1.0,3.5,7.0,8.5,6.33,6
3011337,2.4,5.25,2.6,-1.0,-1.0,-1.0,-1.0,4.25,6.0,8.75,6.33,6
3011338,5.0,5.0,2.6,-1.0,-1.0,-1.0,-1.0,2.75,5.25,9.25,5.75,6
3011339,4.2,4.5,2.2,-1.0,-1.0,-1.0,-1.0,4.75,6.25,8.75,6.58,6
3011340,5.8,4.5,2.6,-1.0,-1.0,-1.0,-1.0,5.25,6.5,7.5,6.42,6
3011341,5.2,4.75,3.4,-1.0,-1.0,-1.0,-1.0,2.5,7.5,8.5,6.17,6
3011342,3.4,5.25,4.0,-1.0,-1.0,-1.0,-1.0,4.75,7.25,8.5,6.83,6
3011343,6.4,4.5,4.2,-1.0,-1.0,-1.0,-1.0,5.5,7.25,7.5,6.75,6
3011344,3.6,4.75,2.8,-1.0,-1.0,-1.0,-1.0,2.25,5.0,5.5,4.25,6
3011345,5.4,5.75,3.4,-1.0,-1.0,-1.0,-1.0,4.25,7.5,8.0,6.58,6
3011346,2.2,3.25,3.0,-1.0,-1.0,-1.0,-1.0,4.75,7.25,7.0,6.33,6
3011347,5.2,5.0,5.0,-1.0,-1.0,-1.0,-1.0,4.0,5.75,6.75,5.5,6
3011348,5.6,2.5,2.8,-1.0,-1.0,-1.0,-1.0,3.75,5.5,5.25,4.83,6
3011349,6.6,5.5,3.2,5.25,6.75,4.5,5.5,-1.0,-1.0,-1.0,-1.0,6
3011350,3.6,3.5,3.0,-1.0,-1.0,-1.0,-1.0,2.25,4.75,6.25,4.42,6
3011351,3.0,5.25,3.4,-1.0,-1.0,-1.0,-1.0,2.75,5.75,6.5,5.0,6
3011352,5.2,5.25,3.2,-1.0,-1.0,-1.0,-1.0,2.5,4.75,8.0,5.08,6
3011353,5.6,3.75,2.8,-1.0,-1.0,-1.0,-1.0,6.0,7.25,9.5,7.58,6
3011354,3.0,4.75,2.2,-1.0,-1.0,-1.0,-1.0,2.75,4.5,6.0,4.42,6
3011355,4.0,2.75,2.4,-1.0,-1.0,-1.0,-1.0,4.5,4.0,7.5,5.33,6
3011356,5.8,5.5,4.4,-1.0,-1.0,-1.0,-1.0,4.5,6.75,9.25,6.83,6
3011357,6.2,6.5,2.4,-1.0,-1.0,-1.0,-1.0,5.25,7.5,8.5,7.08,6
3011358,6.0,7.0,5.0,-1.0,-1.0,-1.0,-1.0,5.0,5.75,8.0,6.25,6
3011359,5.4,4.5,2.8,-1.0,-1.0,-1.0,-1.0,3.5,4.75,7.5,5.25,6
3011360,3.0,6.5,2.6,-1.0,-1.0,-1.0,-1.0,6.0,5.25,9.25,6.83,6
3011361,3.4,4.75,2.4,-1.0,-1.0,-1.0,-1.0,3.5,6.5,8.0,6.0,6
3011362,6.0,4.0,2.8,-1.0,-1.0,-1.0,-1.0,3.75,5.5,8.25,5.83,6
3011363,5.0,5.25,2.6,-1.0,-1.0,-1.0,-1.0,6.75,6.75,8.5,7.33,6
3011364,5.4,6.0,3.8,-1.0,-1.0,-1.0,-1.0,4.75,5.5,5.25,5.17,6
3011365,3.8,4.25,4.0,-1.0,-1.0,-1.0,-1.0,3.75,5.0,8.0,5.58,6
3011366,5.2,6.0,3.6,-1.0,-1.0,-1.0,-1.0,6.25,7.25,9.25,7.58,6
3011367,2.8,6.0,4.4,-1.0,-1.0,-1.0,-1.0,2.25,5.0,7.5,4.92,6
3011368,3.8,6.0,4.0,-1.0,-1.0,-1.0,-1.0,3.5,3.25,7.25,4.67,6
3011369,4.6,6.75,4.4,-1.0,-1.0,-1.0,-1.0,5.25,7.25,9.25,7.25,6
3011370,5.8,4.0,4.0,-1.0,-1.0,-1.0,-1.0,5.25,6.0,9.0,6.75,6
3011371,4.4,4.5,2.4,-1.0,-1.0,-1.0,-1.0,3.0,4.75,6.5,4.75,6
3011372,5.8,4.0,2.2,-1.0,-1.0,-1.0,-1.0,2.75,5.75,8.75,5.75,6
3011373,6.2,6.25,3.6,-1.0,-1.0,-1.0,-1.0,2.75,6.0,7.75,5.5,6
3011374,6.2,5.25,3.6,-1.0,-1.0,-1.0,-1.0,7.0,6.75,9.0,7.58,6
3011375,5.4,5.25,1.6,-1.0,-1.0,-1.0,-1.0,4.5,6.0,7.75,6.08,6
3011376,4.4,5.0,4.6,-1.0,-1.0,-1.0,-1.0,4.0,6.25,9.25,6.5,6
3011377,4.0,6.0,4.2,-1.0,-1.0,-1.0,-1.0,3.25,5.0,8.5,5.58,6
3011378,4.8,5.0,3.2,-1.0,-1.0,-1.0,-1.0,2.5,5.25,7.0,4.92,6
